,A10,A7,B8,C9,D10,E8,F9,G10,G7,H8
ENSMUSG00000074899,10,2,3,4,2,2,5,4,10,7
ENSMUSG00000027293,5526,2172,3561,3499,6427,2147,4792,2843,1875,4785
ENSMUSG00000050211,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000070719,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000046971,0,1,0,4,0,3,2,0,3,0
ENSMUSG00000027291,1951,752,892,1803,939,1452,1431,698,1024,883
ENSMUSG00000033808,1192,863,880,1467,1329,1021,1396,797,1173,994
ENSMUSG00000062646,326,168,179,252,251,233,245,153,242,140
ENSMUSG00000079110,1,2,1,0,1,1,0,2,0,0
ENSMUSG00000027288,9269,2830,3001,4647,4438,5376,4570,3381,3484,3588
ENSMUSG00000097799,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000027287,1502,416,682,1425,771,1067,895,587,545,661
ENSMUSG00000027286,711,410,389,953,367,411,686,403,436,374
ENSMUSG00000027285,1159,532,536,1144,756,915,896,486,513,708
ENSMUSG00000033705,900,617,537,749,479,665,914,616,560,319
ENSMUSG00000065083,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027284,1372,764,906,1446,861,990,1425,910,844,847
ENSMUSG00000090100,736,309,339,583,330,448,577,277,484,359
ENSMUSG00000087519,10,5,5,6,5,1,11,3,2,4
ENSMUSG00000027272,2448,811,1059,1451,1048,1627,1874,943,968,879
ENSMUSG00000054484,2196,700,893,749,1212,511,1713,1066,604,807
ENSMUSG00000105465,4,0,0,1,0,0,2,0,1,0
ENSMUSG00000065883,8,5,6,2,8,4,6,3,6,2
ENSMUSG00000023572,2185,1687,1478,2608,1678,1794,2597,1467,2398,1664
ENSMUSG00000023216,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000053675,31,9,18,394,11,113,39,4,26,52
ENSMUSG00000079103,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000074890,373,183,131,432,222,294,336,122,139,237
ENSMUSG00000089009,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027259,217,51,33,157,105,196,109,19,37,51
ENSMUSG00000050619,964,408,493,618,609,528,887,443,310,592
ENSMUSG00000027263,3134,1462,1378,2237,2071,1859,2518,1433,1145,1665
ENSMUSG00000043909,3636,1313,1594,3111,2180,3242,2166,1620,2012,1400
ENSMUSG00000027254,3096,1193,1204,2399,1006,2190,668,665,1452,1087
ENSMUSG00000087704,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033526,1401,871,821,1134,734,822,1044,753,1001,592
ENSMUSG00000000308,1,1,3,11,21,8,19,3,1,6
ENSMUSG00000033498,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000033486,43,33,19,51,54,66,64,27,36,27
ENSMUSG00000082651,0,1,1,0,1,2,1,2,3,1
ENSMUSG00000084140,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027248,21222,15820,15692,27505,18504,17025,30247,16351,14616,19726
ENSMUSG00000027246,2,4,6,0,0,1,1,1,2,2
ENSMUSG00000046110,2,4,1,6,4,4,10,5,5,4
ENSMUSG00000074884,4488,3656,3371,7498,3876,4018,6160,2990,4457,4230
ENSMUSG00000080374,0,2,1,4,2,0,0,0,2,2
ENSMUSG00000027245,54,66,70,94,106,39,96,57,54,25
ENSMUSG00000048222,701,632,463,894,679,587,743,470,857,603
ENSMUSG00000081967,1,5,2,4,4,5,2,0,6,2
ENSMUSG00000084407,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000068479,816,455,364,743,621,648,591,349,730,433
ENSMUSG00000027242,1022,546,695,714,829,534,559,401,523,584
ENSMUSG00000027238,86,52,11,103,151,734,269,185,493,11
ENSMUSG00000081264,0,0,0,0,0,0,3,1,1,0
ENSMUSG00000084244,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086913,0,2,0,0,0,0,1,2,0,0
ENSMUSG00000060227,1283,925,989,377,837,953,917,941,745,1291
ENSMUSG00000074881,12,5,1,2,0,0,5,0,2,3
ENSMUSG00000033411,1202,676,856,1134,1009,1259,939,778,804,873
ENSMUSG00000027236,1122,576,541,1066,1102,778,1083,705,599,737
ENSMUSG00000033396,2775,719,1011,1692,1235,1993,1690,986,888,885
ENSMUSG00000027233,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000060802,9003,20816,26862,15064,52359,14405,33614,10932,22536,32402
ENSMUSG00000033368,9,12,16,15,18,7,19,10,2,21
ENSMUSG00000027229,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070692,11,13,13,9,17,8,16,9,16,18
ENSMUSG00000027227,1980,1415,1207,2230,832,1735,1711,1027,1875,1348
ENSMUSG00000068452,0,1,1,0,0,0,0,1,0,1
ENSMUSG00000027224,12,12,16,7,40,11,49,8,3,23
ENSMUSG00000033268,24,13,9,6,34,36,81,6,7,9
ENSMUSG00000033256,531,397,331,922,229,577,616,157,310,516
ENSMUSG00000027219,2,0,0,0,0,0,0,1,6,0
ENSMUSG00000081219,10,9,3,3,16,8,7,14,3,4
ENSMUSG00000027199,0,34,12,0,1,0,1,3,0,1
ENSMUSG00000074876,183,20,37,56,41,49,61,10,35,46
ENSMUSG00000033213,3,55,43,12,115,14,18,16,6,177
ENSMUSG00000005802,6316,2596,2847,3797,4439,5097,5692,2386,2216,4902
ENSMUSG00000087017,2,0,4,5,2,5,4,3,3,5
ENSMUSG00000085633,5,9,3,11,2,11,11,5,4,4
ENSMUSG00000005804,829,568,442,787,843,867,894,508,516,693
ENSMUSG00000005803,2552,1382,1110,3934,2886,2219,3365,1219,1521,1867
ENSMUSG00000084372,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027200,0,0,0,0,1,3,0,3,0,0
ENSMUSG00000035183,2,1,0,3,4,0,3,0,1,3
ENSMUSG00000027201,3149,1904,2010,2866,3261,2144,3258,2387,1743,2455
ENSMUSG00000065851,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000027202,3,1,2,1,3,7,14,3,0,6
ENSMUSG00000086416,7,3,7,1,2,31,13,2,1,17
ENSMUSG00000027203,3979,3951,3162,5484,3382,2837,5041,2661,3462,5301
ENSMUSG00000085797,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000027204,5672,1746,3892,4047,5071,3779,3602,4848,856,2862
ENSMUSG00000053615,11,2,2,16,3,7,15,5,2,4
ENSMUSG00000068394,846,294,449,507,726,567,837,461,346,380
ENSMUSG00000035109,77,45,17,20,44,43,49,31,29,53
ENSMUSG00000091337,2388,990,686,2324,696,2517,1538,731,1118,953
ENSMUSG00000035093,2789,1239,1257,2328,1294,2280,2167,1150,1693,1464
ENSMUSG00000027206,5662,3050,2867,6365,4494,5205,5251,3542,3486,3704
ENSMUSG00000027207,1956,1584,1714,2270,2438,2245,3116,2220,1696,2346
ENSMUSG00000027209,0,0,0,2,1,2,3,0,0,0
ENSMUSG00000027208,345,76,99,2025,658,3414,862,103,690,314
ENSMUSG00000065084,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023330,473,266,247,468,573,506,577,208,327,468
ENSMUSG00000060131,0,0,0,0,2,4,4,0,0,0
ENSMUSG00000027359,0,1,0,0,0,0,0,0,0,1
ENSMUSG00000027360,2,14,29,10,79,7,24,1,6,58
ENSMUSG00000027361,1038,572,502,1034,843,816,949,578,624,676
ENSMUSG00000088200,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000098024,13,25,9,33,13,8,18,2,14,9
ENSMUSG00000027363,3630,1995,1848,3030,2877,3023,3123,1889,2233,2435
ENSMUSG00000027364,1,1,1,1,5,23,4,1,4,3
ENSMUSG00000027365,3732,2239,2328,2803,2240,2944,2843,1909,2146,2039
ENSMUSG00000027366,2999,1702,1710,2288,1788,1948,1837,1480,1510,2309
ENSMUSG00000098896,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000001998,959,338,474,475,650,619,632,391,311,397
ENSMUSG00000092918,2,1,0,3,0,1,2,0,1,2
ENSMUSG00000001999,2199,1606,1288,3000,1602,1777,2803,1881,1598,1578
ENSMUSG00000034906,5296,3136,3398,6432,3712,3670,5222,3358,3098,3610
ENSMUSG00000074825,696,241,350,569,514,411,588,381,154,295
ENSMUSG00000044145,37,38,18,43,30,34,54,23,84,13
ENSMUSG00000003660,9130,3549,3663,7448,6128,7680,8321,5229,3040,4090
ENSMUSG00000003662,2702,2549,1804,3623,2629,2300,3830,2371,2799,2648
ENSMUSG00000034850,2168,884,890,1534,1347,1369,1797,960,884,1160
ENSMUSG00000103957,2,1,3,2,1,1,4,2,0,4
ENSMUSG00000027367,4429,1286,1391,2840,1914,2402,2762,1830,1681,1456
ENSMUSG00000027368,0,3,2,12,28,13,5,0,7,3
ENSMUSG00000050468,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058620,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046338,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027371,27,1,3,105,82,60,57,16,75,2
ENSMUSG00000079056,0,1,0,1,2,0,0,2,0,0
ENSMUSG00000027376,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000034800,84,64,46,38,80,84,37,54,77,30
ENSMUSG00000027374,2262,1128,926,1888,2076,1673,2080,1427,1262,1386
ENSMUSG00000027375,0,1,91,30,63,18,173,1,97,119
ENSMUSG00000027377,0,1,0,0,0,1,3,0,0,2
ENSMUSG00000027378,1005,289,535,828,236,763,648,441,439,547
ENSMUSG00000051319,14,80,73,313,65,108,140,137,304,196
ENSMUSG00000027379,3584,1332,1343,2122,1796,2293,2544,1696,919,1823
ENSMUSG00000027380,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000027381,603,528,586,908,537,583,470,405,836,510
ENSMUSG00000085750,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000074813,315,321,277,287,274,57,450,363,221,444
ENSMUSG00000086879,1,2,0,1,2,0,1,4,0,3
ENSMUSG00000100729,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082671,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000014355,5774,3602,4132,5352,6211,6464,5487,4185,2979,4234
ENSMUSG00000014361,380,213,183,200,203,232,113,232,220,239
ENSMUSG00000087785,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000014353,1473,634,641,958,872,869,1131,712,847,636
ENSMUSG00000027386,11,14,39,56,0,25,25,10,7,25
ENSMUSG00000027387,230,154,130,190,210,197,214,123,117,143
ENSMUSG00000082339,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000087267,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000074807,78,50,46,128,59,78,100,40,78,49
ENSMUSG00000042851,270,135,117,137,82,86,84,54,163,111
ENSMUSG00000090248,20,11,5,3,5,6,4,3,19,8
ENSMUSG00000079051,0,0,0,0,1,1,0,0,0,0
ENSMUSG00000087151,1,1,0,1,2,0,5,1,0,3
ENSMUSG00000027394,1158,263,358,964,503,679,981,460,330,476
ENSMUSG00000027395,1483,345,405,804,1296,1044,1101,617,380,573
ENSMUSG00000037938,459,351,257,637,323,401,484,241,475,354
ENSMUSG00000082274,7,7,7,4,4,12,7,4,4,6
ENSMUSG00000103532,30,11,15,9,11,13,38,15,9,14
ENSMUSG00000103009,222,97,136,152,136,96,281,86,59,106
ENSMUSG00000027397,1478,710,1021,1500,1983,1247,2339,1250,700,976
ENSMUSG00000087528,0,0,2,0,1,1,0,0,0,0
ENSMUSG00000056738,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085485,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048327,3146,1142,1509,2989,1632,1985,2834,1877,929,1785
ENSMUSG00000085498,5,4,6,10,4,8,3,1,9,5
ENSMUSG00000027399,0,2,2,0,0,0,0,0,2,25
ENSMUSG00000074805,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081888,6,5,7,4,2,4,11,3,7,4
ENSMUSG00000037902,9,771,544,16,1109,2237,1525,691,520,515
ENSMUSG00000084328,0,5,3,2,5,2,5,3,4,5
ENSMUSG00000037885,1455,721,737,1381,1353,1102,1383,830,598,770
ENSMUSG00000100255,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000027401,2,1,0,0,0,2,1,0,0,0
ENSMUSG00000027404,9052,3951,4740,8525,8096,6386,8626,4065,2806,7429
ENSMUSG00000060332,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000027405,6020,2726,2811,3662,6622,4478,5773,4247,2439,4665
ENSMUSG00000080610,0,0,0,0,0,4,2,2,0,0
ENSMUSG00000027406,6341,3802,3863,6286,5246,4561,5346,3834,3261,5008
ENSMUSG00000053552,2,124,33,0,28,5,1,17,1,33
ENSMUSG00000083483,0,0,2,5,0,1,3,0,2,2
ENSMUSG00000027408,14,79,25,20,28,16,24,42,39,26
ENSMUSG00000037773,1044,657,523,944,905,957,1400,584,647,593
ENSMUSG00000027411,3621,2216,2129,3309,2201,3048,3773,2245,2064,2098
ENSMUSG00000027303,5166,2717,3265,5117,3399,4171,4436,2897,2511,3643
ENSMUSG00000060029,1,1,1,0,3,1,1,1,7,5
ENSMUSG00000037740,2423,743,908,1890,1301,1220,2042,772,723,1200
ENSMUSG00000027301,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000037727,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027300,527,198,221,438,412,421,405,238,232,310
ENSMUSG00000079043,238,140,148,269,246,197,313,201,163,165
ENSMUSG00000037703,2115,663,984,1850,984,1097,1007,601,690,781
ENSMUSG00000068290,3102,2040,1889,4199,2712,3129,4363,1831,2735,2087
ENSMUSG00000074797,1543,894,851,1764,1250,1053,1595,1036,859,1147
ENSMUSG00000074796,148,81,100,195,311,115,213,48,34,103
ENSMUSG00000084694,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027309,894,921,954,668,1455,875,816,527,592,1290
ENSMUSG00000089662,5,21,21,19,21,9,38,24,9,35
ENSMUSG00000085566,93,65,105,54,124,90,63,75,41,76
ENSMUSG00000080989,56,12,14,19,38,18,34,27,22,23
ENSMUSG00000027312,1506,726,833,1298,1273,1364,1019,641,779,1235
ENSMUSG00000083953,0,2,0,1,1,3,2,0,1,0
ENSMUSG00000027316,1,0,0,0,0,18,2,0,0,0
ENSMUSG00000027318,1,2,1,0,1,8,1,0,2,1
ENSMUSG00000027322,1,2,1,3,3,1,0,2,5,2
ENSMUSG00000074793,860,508,236,473,316,1193,458,227,453,277
ENSMUSG00000079039,0,0,0,0,0,1,0,2,0,0
ENSMUSG00000027327,2380,1330,1490,1866,1599,1610,2187,1348,744,1841
ENSMUSG00000087405,3,0,0,0,0,4,6,0,2,0
ENSMUSG00000027329,234,176,286,307,128,105,262,94,71,195
ENSMUSG00000068267,6972,3680,3898,9077,5017,5148,8640,3209,3233,4690
ENSMUSG00000027330,4121,2054,2698,4494,2950,2582,3008,2031,1328,2684
ENSMUSG00000068264,400,396,402,571,399,355,452,287,258,381
ENSMUSG00000037523,1309,503,553,1045,737,844,1107,550,452,685
ENSMUSG00000037514,1457,702,795,1400,681,1129,1137,520,834,689
ENSMUSG00000065563,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000048911,752,246,230,945,228,733,522,171,337,276
ENSMUSG00000086329,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082044,38,76,61,66,54,50,59,90,62,53
ENSMUSG00000027333,523,159,56,532,226,468,471,47,528,192
ENSMUSG00000027335,121,18,13,218,133,361,198,21,25,43
ENSMUSG00000087524,0,0,0,1,0,1,3,0,0,0
ENSMUSG00000086831,1,0,0,0,0,1,0,0,0,0
ENSMUSG00000037482,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000079037,3071,3362,3938,7838,3549,2923,4844,3007,4410,4335
ENSMUSG00000098754,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027338,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027339,1009,348,372,496,609,1441,869,319,1083,408
ENSMUSG00000027340,1207,649,770,665,1630,776,1095,483,564,1074
ENSMUSG00000082990,2,0,1,2,3,1,2,2,3,0
ENSMUSG00000086756,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027341,505,336,330,654,425,467,431,264,513,390
ENSMUSG00000027342,16090,15434,13226,21978,17966,14087,23412,14251,13124,17057
ENSMUSG00000087377,31,36,20,22,30,20,31,19,24,35
ENSMUSG00000058793,3123,1699,2053,2111,2444,1579,2644,1541,1676,2070
ENSMUSG00000050558,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000027346,458,231,262,719,268,449,540,230,604,304
ENSMUSG00000074783,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000081662,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000044991,84,66,56,84,42,55,83,55,46,52
ENSMUSG00000027350,3,3,1,1,1,1,1,3,1,0
ENSMUSG00000037376,1553,447,558,961,1122,1256,1476,768,415,773
ENSMUSG00000027353,901,472,468,773,553,843,681,442,388,485
ENSMUSG00000086575,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000027357,922,514,417,681,695,598,1026,604,411,802
ENSMUSG00000043110,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083689,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000027358,299,14,6,2846,25,479,366,17,8,0
ENSMUSG00000064983,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000027261,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034723,1026,341,365,890,447,701,736,362,413,434
ENSMUSG00000083879,2,2,4,4,3,3,2,3,4,7
ENSMUSG00000051177,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082399,0,2,0,1,1,1,3,3,0,0
ENSMUSG00000085631,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084762,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000039943,0,0,0,0,0,0,0,2,35,0
ENSMUSG00000085908,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000082647,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074771,0,2,0,0,0,0,0,0,34,0
ENSMUSG00000082849,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027274,840,683,558,1151,827,768,1300,857,706,759
ENSMUSG00000027281,292,130,148,218,193,214,192,127,151,130
ENSMUSG00000027276,54,57,50,413,107,135,134,112,115,111
ENSMUSG00000062098,381,193,348,219,564,364,329,178,112,351
ENSMUSG00000085911,0,0,0,0,1,0,0,0,1,1
ENSMUSG00000085071,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039092,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074766,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000039033,492,241,241,382,366,425,481,294,233,383
ENSMUSG00000080006,3,1,0,0,1,1,0,2,1,1
ENSMUSG00000045624,1943,1409,1021,1925,2294,1645,2547,1701,1720,1511
ENSMUSG00000078197,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027384,417,197,203,478,375,395,575,290,222,346
ENSMUSG00000068205,66,32,29,38,40,34,11,75,55,9
ENSMUSG00000051379,1,18,29,0,91,15,57,244,144,41
ENSMUSG00000081731,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000065347,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000082412,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083215,0,0,0,1,0,0,2,0,0,0
ENSMUSG00000038844,1239,407,493,1148,591,942,966,581,360,438
ENSMUSG00000086504,0,0,0,0,1,0,1,1,0,1
ENSMUSG00000008333,2006,1845,1298,2621,2616,2198,3477,2187,1957,1987
ENSMUSG00000027416,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000080895,1,0,1,1,1,0,0,0,0,0
ENSMUSG00000086171,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000027419,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027420,2,5,5,3,13,1,9,9,3,5
ENSMUSG00000080711,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000015932,5635,2683,3684,6693,3962,3662,7531,4092,3056,4841
ENSMUSG00000027422,8534,7139,7238,10628,14469,8918,13535,7443,7324,10527
ENSMUSG00000082480,1,0,6,2,2,3,2,3,4,3
ENSMUSG00000074758,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000027423,4509,2828,2930,3548,4230,3869,4100,2726,3272,4113
ENSMUSG00000082436,1,4,5,6,13,2,9,9,7,5
ENSMUSG00000065725,1,0,1,1,3,3,3,2,0,5
ENSMUSG00000077714,3,0,7,2,7,6,11,8,0,5
ENSMUSG00000027424,754,308,310,443,463,513,521,296,313,352
ENSMUSG00000037279,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000082313,0,1,3,0,0,0,0,0,1,1
ENSMUSG00000027425,1937,535,698,1164,1354,1303,1295,742,408,731
ENSMUSG00000083674,6,13,7,11,4,3,10,4,21,0
ENSMUSG00000037259,95,54,11,36,36,32,12,27,39,12
ENSMUSG00000027427,1366,676,652,1046,1044,928,1069,795,826,696
ENSMUSG00000027428,1040,988,706,1261,827,1064,1140,809,933,817
ENSMUSG00000027429,4645,2203,2582,4427,4705,3396,4739,3252,2089,2804
ENSMUSG00000074754,249,215,212,343,270,250,479,223,329,252
ENSMUSG00000027430,787,349,342,749,617,677,625,374,515,477
ENSMUSG00000084306,1,0,1,0,1,0,3,1,0,2
ENSMUSG00000063873,2607,69,240,2479,615,3012,2952,297,472,309
ENSMUSG00000087158,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000088711,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000084178,0,0,0,0,0,2,0,1,0,0
ENSMUSG00000087594,8,5,1,3,12,29,13,1,27,1
ENSMUSG00000001768,1112,1607,1090,1082,1009,1516,1193,1165,2257,1564
ENSMUSG00000092758,0,3,0,0,0,0,1,0,0,2
ENSMUSG00000083014,0,1,0,0,1,0,1,0,2,0
ENSMUSG00000002728,1370,1184,1162,1862,4158,1320,2237,1179,1401,2456
ENSMUSG00000001767,2718,1915,1583,2540,2748,2502,3647,2695,1798,2054
ENSMUSG00000037143,2,3,2,2,6,2,3,4,5,1
ENSMUSG00000068154,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037110,1099,400,517,563,552,460,516,436,454,484
ENSMUSG00000042938,7,8,0,16,8,7,7,5,3,0
ENSMUSG00000080870,7,5,3,8,10,13,9,3,7,10
ENSMUSG00000074749,884,737,526,1076,592,874,848,483,1067,653
ENSMUSG00000027433,4623,1509,2826,2727,4305,3692,3852,2745,1211,3097
ENSMUSG00000027434,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081971,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084371,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000087521,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000080844,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000037025,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083750,0,0,0,0,1,2,0,0,0,0
ENSMUSG00000037014,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000074743,0,0,0,0,1,2,1,0,0,0
ENSMUSG00000027435,3,9,5,6,73,98,10,6,13,23
ENSMUSG00000087678,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036992,1324,970,908,1670,1685,1270,2162,991,1021,1258
ENSMUSG00000027439,1380,547,639,1026,1024,1390,1028,587,553,857
ENSMUSG00000027438,85,45,45,39,64,78,102,52,67,41
ENSMUSG00000055177,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027446,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000027447,9872,6287,5829,21392,9097,13227,25212,4378,9912,9772
ENSMUSG00000081314,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081470,0,0,2,0,0,2,1,0,0,1
ENSMUSG00000081494,10,8,1,3,6,5,2,3,12,6
ENSMUSG00000083055,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000068134,462,253,275,330,345,311,470,187,369,313
ENSMUSG00000079009,0,1,0,0,0,1,0,0,0,7
ENSMUSG00000060336,86,37,15,58,54,58,24,38,61,50
ENSMUSG00000079008,0,0,0,1,0,0,0,0,2,5
ENSMUSG00000063364,15,9,12,6,24,12,22,18,3,11
ENSMUSG00000095315,16,4,4,11,10,13,21,0,8,9
ENSMUSG00000083077,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083964,18,18,16,6,23,12,22,25,16,16
ENSMUSG00000068130,71,21,20,22,50,41,74,24,33,24
ENSMUSG00000082740,0,0,0,0,0,0,1,1,1,2
ENSMUSG00000074731,2,2,3,1,4,14,11,0,44,34
ENSMUSG00000083325,2,2,5,7,0,7,5,3,4,0
ENSMUSG00000033096,1709,980,903,2234,1342,1409,1669,1018,1412,1289
ENSMUSG00000086407,0,0,0,2,0,0,1,0,0,0
ENSMUSG00000027452,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097818,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000033068,481,188,154,589,298,569,382,264,240,195
ENSMUSG00000033059,3153,732,1141,2721,1978,2691,2072,1183,851,1317
ENSMUSG00000032046,2086,892,1080,2287,1286,1706,2079,1039,1164,1178
ENSMUSG00000027454,1525,1055,954,1525,1268,1108,2163,1004,827,1264
ENSMUSG00000082341,0,2,1,1,3,1,1,0,0,0
ENSMUSG00000068115,449,242,290,470,271,726,743,315,318,412
ENSMUSG00000084264,0,0,0,0,0,0,3,2,0,0
ENSMUSG00000053916,1,7,6,6,5,3,12,8,3,3
ENSMUSG00000067352,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083391,8,10,4,10,5,4,7,6,8,9
ENSMUSG00000082809,21,16,10,27,16,12,15,21,6,13
ENSMUSG00000027455,4564,2746,2292,5622,4664,4104,6703,3933,3444,3936
ENSMUSG00000087433,12,15,7,25,9,15,29,6,17,13
ENSMUSG00000032966,8408,5241,5197,11593,7875,5948,11784,6914,6143,8617
ENSMUSG00000027456,6,13,9,19,56,9,29,22,5,7
ENSMUSG00000027457,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000074704,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087035,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000081777,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044364,0,2,0,0,0,0,0,1,0,6
ENSMUSG00000032869,1565,825,693,1870,1476,1330,2081,1076,917,1013
ENSMUSG00000083088,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000032852,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000086620,1,0,0,0,1,0,2,2,3,5
ENSMUSG00000027460,0,0,0,4,0,39,0,0,2,1
ENSMUSG00000087004,4,1,0,7,0,1,4,2,3,1
ENSMUSG00000088491,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027459,1094,442,628,1033,827,716,1336,439,431,661
ENSMUSG00000027463,136,136,148,174,255,124,135,169,168,40
ENSMUSG00000032802,2442,658,759,1310,1406,1240,2341,720,800,989
ENSMUSG00000081087,39,57,37,59,50,44,55,47,57,73
ENSMUSG00000074698,3629,2982,2236,4157,3239,3149,3824,2941,3232,2878
ENSMUSG00000027465,2989,1456,1523,2319,2136,2091,2869,1494,1288,2050
ENSMUSG00000027466,3833,1406,1720,3340,3486,2812,3224,1454,1460,2133
ENSMUSG00000032715,2358,1839,858,1782,2458,1790,2630,799,644,4383
ENSMUSG00000068062,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081434,18,6,9,9,11,5,6,9,9,21
ENSMUSG00000059361,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051817,1315,731,616,2043,898,2292,1455,387,649,597
ENSMUSG00000074682,446,592,291,506,580,547,429,259,334,277
ENSMUSG00000032680,4,5,3,3,4,5,0,1,1,0
ENSMUSG00000088139,1,0,0,1,0,0,0,0,1,0
ENSMUSG00000083230,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074681,0,0,0,0,0,0,0,0,0,0
